数据编号,评判维度,预测分数
TE0777,规范性,3.509333333333333
TE0778,规范性,3.509333333333333
TE0779,规范性,3.509333333333333
TE0780,规范性,3.509333333333333
TE0781,规范性,3.509333333333333
TE0782,规范性,3.509333333333333
TE0783,流畅性,3.1726666666666667
TE0784,流畅性,3.1726666666666667
TE0785,流畅性,3.1726666666666667
TE0786,流畅性,3.1726666666666667
TE0787,流畅性,3.1726666666666667
TE0788,规范性,3.509333333333333
TE0789,流畅性,3.1726666666666667
TE0790,流畅性,3.1726666666666667
TE0791,规范性,3.509333333333333
TE0792,流畅性,3.1726666666666667
TE0793,流畅性,3.1726666666666667
TE0794,规范性,3.509333333333333
TE0795,流畅性,3.1726666666666667
TE0796,规范性,3.509333333333333
TE0797,流畅性,3.1726666666666667
TE0798,流畅性,3.1726666666666667
TE0799,规范性,3.509333333333333
TE0800,规范性,3.509333333333333
TE0801,流畅性,3.1726666666666667
TE0802,规范性,3.509333333333333
TE0803,规范性,3.509333333333333
TE0804,规范性,3.509333333333333
TE0805,流畅性,3.1726666666666667
TE0806,规范性,3.509333333333333
TE0807,规范性,3.509333333333333
TE0808,规范性,3.509333333333333
TE0809,流畅性,3.1726666666666667
TE0810,流畅性,3.1726666666666667
TE0811,规范性,3.509333333333333
TE0812,规范性,3.509333333333333
TE0813,流畅性,3.1726666666666667
TE0814,规范性,3.509333333333333
TE0815,流畅性,3.1726666666666667
TE0816,流畅性,3.1726666666666667
TE0817,规范性,3.509333333333333
TE0818,流畅性,3.1726666666666667
TE0819,规范性,3.509333333333333
TE0820,流畅性,3.1726666666666667
TE0821,流畅性,3.1726666666666667
TE0822,流畅性,3.1726666666666667
TE0823,流畅性,3.1726666666666667
TE0824,规范性,3.509333333333333
TE0825,规范性,3.509333333333333
TE0826,规范性,3.509333333333333
TE0827,流畅性,3.1726666666666667
TE0828,规范性,3.509333333333333
TE0829,规范性,3.509333333333333
TE0830,规范性,3.509333333333333
TE0831,规范性,3.509333333333333
TE0832,规范性,3.509333333333333
TE0833,规范性,3.509333333333333
TE0834,流畅性,3.1726666666666667
TE0835,流畅性,3.1726666666666667
TE0836,流畅性,3.1726666666666667
TE0837,规范性,3.509333333333333
TE0838,规范性,3.509333333333333
TE0839,流畅性,3.1726666666666667
TE0840,规范性,3.509333333333333
TE0841,规范性,3.509333333333333
TE0842,规范性,3.509333333333333
TE0843,流畅性,3.1726666666666667
TE0844,流畅性,3.1726666666666667
TE0845,规范性,3.509333333333333
TE0846,规范性,3.509333333333333
TE0847,流畅性,3.1726666666666667
TE0848,规范性,3.509333333333333
TE0849,规范性,3.509333333333333
TE0850,规范性,3.509333333333333
TE0851,规范性,3.509333333333333
TE0852,规范性,3.509333333333333
TE0853,流畅性,3.1726666666666667
TE0854,流畅性,3.1726666666666667
TE0855,规范性,3.509333333333333
TE0856,流畅性,3.1726666666666667
TE0857,流畅性,3.1726666666666667
TE0858,规范性,3.509333333333333
TE0859,规范性,3.509333333333333
TE0860,规范性,3.509333333333333
TE0861,规范性,3.509333333333333
TE0862,规范性,3.509333333333333
TE0863,流畅性,3.1726666666666667
TE0864,流畅性,3.1726666666666667
TE0865,规范性,3.509333333333333
TE0866,规范性,3.509333333333333
TE0867,流畅性,3.1726666666666667
TE0868,流畅性,3.1726666666666667
TE0869,流畅性,3.1726666666666667
TE0870,规范性,3.509333333333333
TE0871,规范性,3.509333333333333
TE0872,规范性,3.509333333333333
TE0873,流畅性,3.1726666666666667
TE0874,规范性,3.509333333333333
TE0875,规范性,3.509333333333333
TE0876,规范性,3.509333333333333
TE0877,规范性,3.509333333333333
TE0878,规范性,3.509333333333333
TE0879,流畅性,3.1726666666666667
TE0880,流畅性,3.1726666666666667
TE0881,规范性,3.509333333333333
TE0882,流畅性,3.1726666666666667
TE0883,规范性,3.509333333333333
TE0884,流畅性,3.1726666666666667
TE0885,流畅性,3.1726666666666667
TE0886,规范性,3.509333333333333
TE0887,规范性,3.509333333333333
TE0888,规范性,3.509333333333333
TE0889,流畅性,3.1726666666666667
TE0890,流畅性,3.1726666666666667
TE0891,规范性,3.509333333333333
TE0892,规范性,3.509333333333333
TE0893,规范性,3.509333333333333
TE0894,规范性,3.509333333333333
TE0895,流畅性,3.1726666666666667
TE0896,规范性,3.509333333333333
TE0897,规范性,3.509333333333333
TE0898,规范性,3.509333333333333
TE0899,规范性,3.509333333333333
TE0900,规范性,3.509333333333333
TE0901,规范性,3.509333333333333
TE0902,规范性,3.509333333333333
TE0903,流畅性,3.1726666666666667
TE0904,规范性,3.509333333333333
TE0905,规范性,3.509333333333333
TE0906,规范性,3.509333333333333
TE0907,流畅性,3.1726666666666667
TE0908,流畅性,3.1726666666666667
TE0909,流畅性,3.1726666666666667
TE0910,规范性,3.509333333333333
TE0911,规范性,3.509333333333333
TE0912,规范性,3.509333333333333
TE0913,规范性,3.509333333333333
TE0914,流畅性,3.1726666666666667
TE0915,规范性,3.509333333333333
TE0916,规范性,3.509333333333333
TE0917,规范性,3.509333333333333
TE0918,流畅性,3.1726666666666667
TE0919,规范性,3.509333333333333
TE0920,规范性,3.509333333333333
TE0921,流畅性,3.1726666666666667
TE0922,流畅性,3.1726666666666667
TE0923,流畅性,3.1726666666666667
TE0924,规范性,3.509333333333333
TE0925,规范性,3.509333333333333
TE0926,规范性,3.509333333333333
TE0927,规范性,3.509333333333333
TE0928,规范性,3.509333333333333
TE0929,规范性,3.509333333333333
TE0930,流畅性,3.1726666666666667
TE0931,规范性,3.509333333333333
TE0932,规范性,3.509333333333333
TE0933,规范性,3.509333333333333
TE0934,规范性,3.509333333333333
TE0935,规范性,3.509333333333333
TE0936,规范性,3.509333333333333
TE0937,流畅性,3.1726666666666667
TE0938,规范性,3.509333333333333
TE0939,规范性,3.509333333333333
TE0940,规范性,3.509333333333333
TE0941,流畅性,3.1726666666666667
TE0942,规范性,3.509333333333333
TE0943,规范性,3.509333333333333
TE0944,流畅性,3.1726666666666667
TE0945,规范性,3.509333333333333
TE0946,流畅性,3.1726666666666667
TE0947,规范性,3.509333333333333
TE0948,流畅性,3.1726666666666667
TE0949,规范性,3.509333333333333
TE0950,规范性,3.509333333333333
TE0951,流畅性,3.1726666666666667
TE0952,规范性,3.509333333333333
TE0953,规范性,3.509333333333333
TE0954,规范性,3.509333333333333
TE0955,流畅性,3.1726666666666667
TE0956,规范性,3.509333333333333
TE0957,规范性,3.509333333333333
TE0958,规范性,3.509333333333333
TE0959,流畅性,3.1726666666666667
TE0960,流畅性,3.1726666666666667
TE0961,规范性,3.509333333333333
TE0962,规范性,3.509333333333333
TE0963,流畅性,3.1726666666666667
TE0964,规范性,3.509333333333333
TE0965,规范性,3.509333333333333
TE0966,规范性,3.509333333333333
TE0967,规范性,3.509333333333333
TE0968,规范性,3.509333333333333
TE0969,规范性,3.509333333333333
TE0970,规范性,3.509333333333333
TE0971,流畅性,3.1726666666666667
TE0972,流畅性,3.1726666666666667
TE0973,规范性,3.509333333333333
TE0974,规范性,3.509333333333333
TE0975,流畅性,3.1726666666666667
TE0976,规范性,3.509333333333333
TE0977,规范性,3.509333333333333
TE0978,规范性,3.509333333333333
TE0979,流畅性,3.1726666666666667
TE0980,流畅性,3.1726666666666667
TE0981,流畅性,3.1726666666666667
TE0982,规范性,3.509333333333333
TE0983,规范性,3.509333333333333
TE0984,流畅性,3.1726666666666667
TE0985,规范性,3.509333333333333
TE0986,规范性,3.509333333333333
TE0987,规范性,3.509333333333333
TE0988,规范性,3.509333333333333
TE0989,规范性,3.509333333333333
TE0990,规范性,3.509333333333333
TE0991,规范性,3.509333333333333
TE0992,规范性,3.509333333333333
TE0993,流畅性,3.1726666666666667
TE0994,规范性,3.509333333333333
TE0995,流畅性,3.1726666666666667
TE0996,规范性,3.509333333333333
TE0997,规范性,3.509333333333333
TE0998,流畅性,3.1726666666666667
TE0999,规范性,3.509333333333333
TE1000,流畅性,3.1726666666666667
TE1001,规范性,3.509333333333333
TE1002,流畅性,3.1726666666666667
TE1003,规范性,3.509333333333333
TE1004,流畅性,3.1726666666666667
TE1005,规范性,3.509333333333333
TE1006,规范性,3.509333333333333
TE1007,规范性,3.509333333333333
TE1008,规范性,3.509333333333333
TE1009,规范性,3.509333333333333
TE1010,规范性,3.509333333333333
TE1011,规范性,3.509333333333333
TE1012,流畅性,3.1726666666666667
TE1013,规范性,3.509333333333333
TE1014,流畅性,3.1726666666666667
TE1015,流畅性,3.1726666666666667
TE1016,规范性,3.509333333333333
TE1017,流畅性,3.1726666666666667
TE1018,规范性,3.509333333333333
TE1019,流畅性,3.1726666666666667
TE1020,规范性,3.509333333333333
TE1021,规范性,3.509333333333333
TE1022,流畅性,3.1726666666666667
TE1023,流畅性,3.1726666666666667
TE1024,流畅性,3.1726666666666667
TE1025,规范性,3.509333333333333
TE1026,规范性,3.509333333333333
TE1027,规范性,3.509333333333333
TE1028,流畅性,3.1726666666666667
TE1029,规范性,3.509333333333333
TE1030,规范性,3.509333333333333
TE1031,规范性,3.509333333333333
TE1032,规范性,3.509333333333333
TE1033,规范性,3.509333333333333
TE1034,规范性,3.509333333333333
TE1035,规范性,3.509333333333333
TE1036,规范性,3.509333333333333
TE1037,规范性,3.509333333333333
TE1038,规范性,3.509333333333333
TE1039,规范性,3.509333333333333
TE1040,规范性,3.509333333333333
TE1041,规范性,3.509333333333333
TE1042,流畅性,3.1726666666666667
TE1043,规范性,3.509333333333333
TE1044,规范性,3.509333333333333
TE1045,规范性,3.509333333333333
TE1046,规范性,3.509333333333333
TE1047,规范性,3.509333333333333
TE1048,规范性,3.509333333333333
TE1049,规范性,3.509333333333333
TE1050,规范性,3.509333333333333
TE1051,规范性,3.509333333333333
TE1052,规范性,3.509333333333333
TE1053,规范性,3.509333333333333
TE1054,规范性,3.509333333333333
TE1055,规范性,3.509333333333333
TE1056,流畅性,3.1726666666666667
TE1057,规范性,3.509333333333333
TE1058,流畅性,3.1726666666666667
TE1059,规范性,3.509333333333333
TE1060,规范性,3.509333333333333
TE1061,流畅性,3.1726666666666667
TE1062,流畅性,3.1726666666666667
TE1063,流畅性,3.1726666666666667
TE1064,规范性,3.509333333333333
TE1065,规范性,3.509333333333333
TE1066,规范性,3.509333333333333
TE1067,规范性,3.509333333333333
TE1068,规范性,3.509333333333333
TE1069,规范性,3.509333333333333
TE1070,规范性,3.509333333333333
TE1071,规范性,3.509333333333333
TE1072,规范性,3.509333333333333
TE1073,规范性,3.509333333333333
TE1074,规范性,3.509333333333333
TE1075,流畅性,3.1726666666666667
TE1076,流畅性,3.1726666666666667
TE1077,规范性,3.509333333333333
TE1078,规范性,3.509333333333333
TE1079,规范性,3.509333333333333
TE1080,规范性,3.509333333333333
TE1081,规范性,3.509333333333333
TE1082,规范性,3.509333333333333
TE1083,规范性,3.509333333333333
TE1084,规范性,3.509333333333333
TE1085,流畅性,3.1726666666666667
TE1086,规范性,3.509333333333333
TE1087,规范性,3.509333333333333
TE1088,流畅性,3.1726666666666667
TE1089,流畅性,3.1726666666666667
TE1090,流畅性,3.1726666666666667
TE1091,规范性,3.509333333333333
TE1092,规范性,3.509333333333333
TE1093,规范性,3.509333333333333
TE1094,流畅性,3.1726666666666667
TE1095,规范性,3.509333333333333
TE1096,规范性,3.509333333333333
TE1097,规范性,3.509333333333333
TE1098,规范性,3.509333333333333
TE1099,规范性,3.509333333333333
TE1100,规范性,3.509333333333333
TE1101,规范性,3.509333333333333
TE1102,规范性,3.509333333333333
TE1103,规范性,3.509333333333333
TE1104,规范性,3.509333333333333
TE1105,规范性,3.509333333333333
TE1106,流畅性,3.1726666666666667
TE1107,流畅性,3.1726666666666667
TE1108,规范性,3.509333333333333
TE1109,规范性,3.509333333333333
TE1110,规范性,3.509333333333333
TE1111,规范性,3.509333333333333
TE1112,规范性,3.509333333333333
TE1113,规范性,3.509333333333333
TE1114,流畅性,3.1726666666666667
TE1115,流畅性,3.1726666666666667
TE1116,规范性,3.509333333333333
TE1117,规范性,3.509333333333333
TE1118,规范性,3.509333333333333
TE1119,规范性,3.509333333333333
TE1120,规范性,3.509333333333333
TE1121,流畅性,3.1726666666666667
TE1122,规范性,3.509333333333333
TE1123,规范性,3.509333333333333
TE1124,规范性,3.509333333333333
TE1125,规范性,3.509333333333333
TE1126,规范性,3.509333333333333
TE1127,流畅性,3.1726666666666667
TE1128,规范性,3.509333333333333
TE1129,规范性,3.509333333333333
TE1130,规范性,3.509333333333333
TE1131,规范性,3.509333333333333
TE1132,规范性,3.509333333333333
TE1133,规范性,3.509333333333333
TE1134,规范性,3.509333333333333
TE1135,规范性,3.509333333333333
TE1136,流畅性,3.1726666666666667
TE1137,规范性,3.509333333333333
TE1138,流畅性,3.1726666666666667
TE1139,流畅性,3.1726666666666667
TE1140,规范性,3.509333333333333
TE1141,规范性,3.509333333333333
TE1142,规范性,3.509333333333333
TE1143,规范性,3.509333333333333
TE1144,规范性,3.509333333333333
TE1145,流畅性,3.1726666666666667
TE1146,流畅性,3.1726666666666667
TE1147,规范性,3.509333333333333
TE1148,流畅性,3.1726666666666667
TE1149,流畅性,3.1726666666666667
TE1150,流畅性,3.1726666666666667
TE1151,流畅性,3.1726666666666667
TE1152,规范性,3.509333333333333
TE1153,规范性,3.509333333333333
TE1154,流畅性,3.1726666666666667
TE1155,规范性,3.509333333333333
TE1156,规范性,3.509333333333333
TE1157,规范性,3.509333333333333
TE1158,流畅性,3.1726666666666667
TE1159,规范性,3.509333333333333
TE1160,规范性,3.509333333333333
TE1161,规范性,3.509333333333333
TE1162,流畅性,3.1726666666666667
TE1163,流畅性,3.1726666666666667
TE1164,规范性,3.509333333333333
TE1165,规范性,3.509333333333333
TE1166,流畅性,3.1726666666666667
TE1167,规范性,3.509333333333333
TE1168,规范性,3.509333333333333
TE1169,流畅性,3.1726666666666667
TE1170,规范性,3.509333333333333
TE1171,流畅性,3.1726666666666667
TE1172,流畅性,3.1726666666666667
TE1173,流畅性,3.1726666666666667
TE1174,规范性,3.509333333333333
TE1175,规范性,3.509333333333333
TE1176,规范性,3.509333333333333
TE1177,规范性,3.509333333333333
TE1178,流畅性,3.1726666666666667
TE1179,规范性,3.509333333333333
TE1180,规范性,3.509333333333333
TE1181,规范性,3.509333333333333
TE1182,规范性,3.509333333333333
TE1183,规范性,3.509333333333333
TE1184,流畅性,3.1726666666666667
TE1185,规范性,3.509333333333333
TE1186,流畅性,3.1726666666666667
TE1187,规范性,3.509333333333333
TE1188,规范性,3.509333333333333
TE1189,规范性,3.509333333333333
TE1190,规范性,3.509333333333333
TE1191,规范性,3.509333333333333
TE1192,规范性,3.509333333333333
TE1193,流畅性,3.1726666666666667
TE1194,规范性,3.509333333333333
TE1195,流畅性,3.1726666666666667
TE1196,规范性,3.509333333333333
TE1197,规范性,3.509333333333333
TE1198,规范性,3.509333333333333
TE1199,规范性,3.509333333333333
TE1200,规范性,3.509333333333333
TE1201,流畅性,3.1726666666666667
TE1202,规范性,3.509333333333333
TE1203,流畅性,3.1726666666666667
TE1204,规范性,3.509333333333333
TE1205,流畅性,3.1726666666666667
TE1206,规范性,3.509333333333333
TE1207,规范性,3.509333333333333
TE1208,规范性,3.509333333333333
TE1209,规范性,3.509333333333333
TE1210,规范性,3.509333333333333
TE1211,流畅性,3.1726666666666667
TE1212,规范性,3.509333333333333
TE1213,流畅性,3.1726666666666667
TE1214,规范性,3.509333333333333
TE1215,流畅性,3.1726666666666667
TE1216,规范性,3.509333333333333
TE1217,流畅性,3.1726666666666667
TE1218,规范性,3.509333333333333
TE1219,规范性,3.509333333333333
TE1220,规范性,3.509333333333333
TE1221,规范性,3.509333333333333
TE1222,流畅性,3.1726666666666667
TE1223,流畅性,3.1726666666666667
TE1224,规范性,3.509333333333333
TE1225,规范性,3.509333333333333
TE1226,流畅性,3.1726666666666667
TE1227,规范性,3.509333333333333
TE1228,流畅性,3.1726666666666667
TE1229,流畅性,3.1726666666666667
TE1230,流畅性,3.1726666666666667
TE1231,规范性,3.509333333333333
TE1232,规范性,3.509333333333333
TE1233,规范性,3.509333333333333
TE1234,流畅性,3.1726666666666667
TE1235,规范性,3.509333333333333
TE1236,规范性,3.509333333333333
TE1237,规范性,3.509333333333333
TE1238,规范性,3.509333333333333
TE1239,流畅性,3.1726666666666667
TE1240,规范性,3.509333333333333
TE1241,流畅性,3.1726666666666667
TE1242,规范性,3.509333333333333
TE1243,规范性,3.509333333333333
TE1244,规范性,3.509333333333333
TE1245,流畅性,3.1726666666666667
TE1246,规范性,3.509333333333333
TE1247,规范性,3.509333333333333
TE1248,规范性,3.509333333333333
TE1249,规范性,3.509333333333333
TE1250,流畅性,3.1726666666666667
TE1251,流畅性,3.1726666666666667
TE1252,流畅性,3.1726666666666667
TE1253,流畅性,3.1726666666666667
TE1254,规范性,3.509333333333333
TE1255,流畅性,3.1726666666666667
TE1256,流畅性,3.1726666666666667
TE1257,规范性,3.509333333333333
TE1258,流畅性,3.1726666666666667
TE1259,流畅性,3.1726666666666667
TE1260,规范性,3.509333333333333
TE1261,规范性,3.509333333333333
TE1262,流畅性,3.1726666666666667
TE1263,流畅性,3.1726666666666667
TE1264,规范性,3.509333333333333
TE1265,流畅性,3.1726666666666667
TE1266,流畅性,3.1726666666666667
TE1267,流畅性,3.1726666666666667
TE1268,规范性,3.509333333333333
TE1269,流畅性,3.1726666666666667
TE1270,规范性,3.509333333333333
TE1271,规范性,3.509333333333333
TE1272,流畅性,3.1726666666666667
TE1273,流畅性,3.1726666666666667
TE1274,规范性,3.509333333333333
TE1275,规范性,3.509333333333333
TE1276,流畅性,3.1726666666666667
TE1277,规范性,3.509333333333333
TE1278,流畅性,3.1726666666666667
TE1279,流畅性,3.1726666666666667
TE1280,规范性,3.509333333333333
TE1281,流畅性,3.1726666666666667
TE1282,流畅性,3.1726666666666667
TE1283,流畅性,3.1726666666666667
TE1284,规范性,3.509333333333333
TE1285,流畅性,3.1726666666666667
TE1286,流畅性,3.1726666666666667
TE1287,规范性,3.509333333333333
TE1288,流畅性,3.1726666666666667
TE1289,规范性,3.509333333333333
TE1290,流畅性,3.1726666666666667
TE1291,流畅性,3.1726666666666667
TE1292,流畅性,3.1726666666666667
TE1293,流畅性,3.1726666666666667
TE1294,规范性,3.509333333333333
TE1295,流畅性,3.1726666666666667
TE1296,流畅性,3.1726666666666667
TE1297,流畅性,3.1726666666666667
TE1298,流畅性,3.1726666666666667
TE1299,流畅性,3.1726666666666667
TE1300,流畅性,3.1726666666666667
TE1301,流畅性,3.1726666666666667
TE1302,流畅性,3.1726666666666667
TE1303,规范性,3.509333333333333
TE1304,规范性,3.509333333333333
TE1305,流畅性,3.1726666666666667
TE1306,流畅性,3.1726666666666667
TE1307,流畅性,3.1726666666666667
TE1308,流畅性,3.1726666666666667
TE1309,流畅性,3.1726666666666667
TE1310,流畅性,3.1726666666666667
TE1311,流畅性,3.1726666666666667
TE1312,规范性,3.509333333333333
TE1313,规范性,3.509333333333333
TE1314,流畅性,3.1726666666666667
TE1315,规范性,3.509333333333333
TE1316,流畅性,3.1726666666666667
TE1317,规范性,3.509333333333333
TE1318,流畅性,3.1726666666666667
TE1319,流畅性,3.1726666666666667
TE1320,流畅性,3.1726666666666667
TE1321,流畅性,3.1726666666666667
TE1322,流畅性,3.1726666666666667
TE1323,流畅性,3.1726666666666667
TE1324,规范性,3.509333333333333
TE1325,规范性,3.509333333333333
TE1326,流畅性,3.1726666666666667
TE1327,流畅性,3.1726666666666667
TE1328,流畅性,3.1726666666666667
TE1329,流畅性,3.1726666666666667
TE1330,规范性,3.509333333333333
TE1331,规范性,3.509333333333333
TE1332,流畅性,3.1726666666666667
TE1333,规范性,3.509333333333333
TE1334,流畅性,3.1726666666666667
TE1335,流畅性,3.1726666666666667
TE1336,流畅性,3.1726666666666667
TE1337,流畅性,3.1726666666666667
TE1338,规范性,3.509333333333333
TE1339,流畅性,3.1726666666666667
TE1340,流畅性,3.1726666666666667
TE1341,规范性,3.509333333333333
TE1342,流畅性,3.1726666666666667
TE1343,规范性,3.509333333333333
TE1344,流畅性,3.1726666666666667
TE1345,规范性,3.509333333333333
TE1346,规范性,3.509333333333333
TE1347,流畅性,3.1726666666666667
TE1348,流畅性,3.1726666666666667
TE1349,流畅性,3.1726666666666667
TE1350,流畅性,3.1726666666666667
TE1351,规范性,3.509333333333333
TE1352,规范性,3.509333333333333
TE1353,流畅性,3.1726666666666667
TE1354,规范性,3.509333333333333
TE1355,流畅性,3.1726666666666667
TE1356,流畅性,3.1726666666666667
TE1357,规范性,3.509333333333333
TE1358,流畅性,3.1726666666666667
TE1359,规范性,3.509333333333333
TE1360,流畅性,3.1726666666666667
TE1361,流畅性,3.1726666666666667
TE1362,规范性,3.509333333333333
TE1363,流畅性,3.1726666666666667
TE1364,流畅性,3.1726666666666667
TE1365,规范性,3.509333333333333
TE1366,流畅性,3.1726666666666667
TE1367,规范性,3.509333333333333
TE1368,规范性,3.509333333333333
TE1369,流畅性,3.1726666666666667
TE1370,规范性,3.509333333333333
TE1371,规范性,3.509333333333333
TE1372,流畅性,3.1726666666666667
TE1373,流畅性,3.1726666666666667
TE1374,流畅性,3.1726666666666667
TE1375,流畅性,3.1726666666666667
TE1376,流畅性,3.1726666666666667
TE1377,规范性,3.509333333333333
TE1378,规范性,3.509333333333333
TE1379,流畅性,3.1726666666666667
TE1380,流畅性,3.1726666666666667
TE1381,流畅性,3.1726666666666667
TE1382,流畅性,3.1726666666666667
TE1383,流畅性,3.1726666666666667
TE1384,流畅性,3.1726666666666667
TE1385,规范性,3.509333333333333
TE1386,流畅性,3.1726666666666667
TE1387,规范性,3.509333333333333
TE1388,流畅性,3.1726666666666667
TE1389,规范性,3.509333333333333
TE1390,规范性,3.509333333333333
TE1391,规范性,3.509333333333333
TE1392,流畅性,3.1726666666666667
TE1393,流畅性,3.1726666666666667
TE1394,流畅性,3.1726666666666667
TE1395,规范性,3.509333333333333
TE1396,规范性,3.509333333333333
TE1397,流畅性,3.1726666666666667
TE1398,规范性,3.509333333333333
TE1399,规范性,3.509333333333333
TE1400,规范性,3.509333333333333
TE1401,流畅性,3.1726666666666667
TE1402,流畅性,3.1726666666666667
TE1403,规范性,3.509333333333333
TE1404,流畅性,3.1726666666666667
TE1405,流畅性,3.1726666666666667
TE1406,流畅性,3.1726666666666667
TE1407,规范性,3.509333333333333
TE1408,流畅性,3.1726666666666667
TE1409,流畅性,3.1726666666666667
TE1410,规范性,3.509333333333333
TE1411,流畅性,3.1726666666666667
TE1412,流畅性,3.1726666666666667
TE1413,规范性,3.509333333333333
TE1414,流畅性,3.1726666666666667
TE1415,流畅性,3.1726666666666667
TE1416,规范性,3.509333333333333
TE1417,流畅性,3.1726666666666667
TE1418,流畅性,3.1726666666666667
TE1419,规范性,3.509333333333333
TE1420,规范性,3.509333333333333
TE1421,规范性,3.509333333333333
TE1422,规范性,3.509333333333333
TE1423,流畅性,3.1726666666666667
TE1424,流畅性,3.1726666666666667
TE1425,流畅性,3.1726666666666667
TE1426,规范性,3.509333333333333
TE1427,规范性,3.509333333333333
TE1428,规范性,3.509333333333333
TE1429,流畅性,3.1726666666666667
TE1430,规范性,3.509333333333333
TE1431,流畅性,3.1726666666666667
TE1432,规范性,3.509333333333333
TE1433,流畅性,3.1726666666666667
TE1434,流畅性,3.1726666666666667
TE1435,规范性,3.509333333333333
TE1436,流畅性,3.1726666666666667
TE1437,规范性,3.509333333333333
TE1438,流畅性,3.1726666666666667
TE1439,规范性,3.509333333333333
TE1440,流畅性,3.1726666666666667
TE1441,流畅性,3.1726666666666667
TE1442,规范性,3.509333333333333
TE1443,流畅性,3.1726666666666667
TE1444,流畅性,3.1726666666666667
TE1445,规范性,3.509333333333333
TE1446,规范性,3.509333333333333
TE1447,规范性,3.509333333333333
TE1448,流畅性,3.1726666666666667
TE1449,规范性,3.509333333333333
TE1450,规范性,3.509333333333333
TE1451,流畅性,3.1726666666666667
TE1452,流畅性,3.1726666666666667
TE1453,规范性,3.509333333333333
TE1454,规范性,3.509333333333333
TE1455,流畅性,3.1726666666666667
TE1456,规范性,3.509333333333333
TE1457,规范性,3.509333333333333
TE1458,流畅性,3.1726666666666667
TE1459,流畅性,3.1726666666666667
TE1460,流畅性,3.1726666666666667
TE1461,规范性,3.509333333333333
TE1462,规范性,3.509333333333333
TE1463,流畅性,3.1726666666666667
TE1464,规范性,3.509333333333333
TE1465,流畅性,3.1726666666666667
TE1466,流畅性,3.1726666666666667
TE1467,规范性,3.509333333333333
TE1468,流畅性,3.1726666666666667
TE1469,规范性,3.509333333333333
TE1470,流畅性,3.1726666666666667
TE1471,流畅性,3.1726666666666667
TE1472,流畅性,3.1726666666666667
TE1473,流畅性,3.1726666666666667
TE1474,流畅性,3.1726666666666667
TE1475,流畅性,3.1726666666666667
TE1476,流畅性,3.1726666666666667
TE1477,规范性,3.509333333333333
TE1478,流畅性,3.1726666666666667
TE1479,规范性,3.509333333333333
TE1480,流畅性,3.1726666666666667
TE1481,流畅性,3.1726666666666667
TE1482,规范性,3.509333333333333
TE1483,流畅性,3.1726666666666667
TE1484,规范性,3.509333333333333
TE1485,规范性,3.509333333333333
TE1486,流畅性,3.1726666666666667
TE1487,规范性,3.509333333333333
TE1488,流畅性,3.1726666666666667
TE1489,规范性,3.509333333333333
TE1490,规范性,3.509333333333333
TE1491,规范性,3.509333333333333
TE1492,流畅性,3.1726666666666667
TE1493,流畅性,3.1726666666666667
TE1494,流畅性,3.1726666666666667
TE1495,流畅性,3.1726666666666667
TE1496,流畅性,3.1726666666666667
TE1497,流畅性,3.1726666666666667
TE1498,规范性,3.509333333333333
TE1499,流畅性,3.1726666666666667
TE1500,规范性,3.509333333333333
TE1501,流畅性,3.1726666666666667
TE1502,流畅性,3.1726666666666667
TE1503,规范性,3.509333333333333
TE1504,流畅性,3.1726666666666667
TE1505,规范性,3.509333333333333
TE1506,规范性,3.509333333333333
TE1507,流畅性,3.1726666666666667
TE1508,流畅性,3.1726666666666667
TE1509,规范性,3.509333333333333
TE1510,流畅性,3.1726666666666667
TE1511,流畅性,3.1726666666666667
TE1512,流畅性,3.1726666666666667
TE1513,流畅性,3.1726666666666667
TE1514,流畅性,3.1726666666666667
TE1515,规范性,3.509333333333333
TE1516,规范性,3.509333333333333
TE1517,流畅性,3.1726666666666667
TE1518,规范性,3.509333333333333
TE1519,规范性,3.509333333333333
TE1520,流畅性,3.1726666666666667
TE1521,规范性,3.509333333333333
TE1522,流畅性,3.1726666666666667
TE1523,规范性,3.509333333333333
TE1524,流畅性,3.1726666666666667
TE1525,规范性,3.509333333333333
TE1526,流畅性,3.1726666666666667
TE1527,流畅性,3.1726666666666667
TE1528,流畅性,3.1726666666666667
TE1529,规范性,3.509333333333333
TE1530,流畅性,3.1726666666666667
TE1531,规范性,3.509333333333333
TE1532,流畅性,3.1726666666666667
TE1533,流畅性,3.1726666666666667
TE1534,规范性,3.509333333333333
TE1535,流畅性,3.1726666666666667
TE1536,规范性,3.509333333333333
TE1537,流畅性,3.1726666666666667
TE1538,流畅性,3.1726666666666667
TE1539,流畅性,3.1726666666666667
TE1540,规范性,3.509333333333333
TE1541,流畅性,3.1726666666666667
TE1542,规范性,3.509333333333333
TE1543,流畅性,3.1726666666666667
TE1544,流畅性,3.1726666666666667
TE1545,流畅性,3.1726666666666667
TE1546,流畅性,3.1726666666666667
TE1547,规范性,3.509333333333333
TE1548,规范性,3.509333333333333
TE1549,规范性,3.509333333333333
TE1550,流畅性,3.1726666666666667
TE1551,流畅性,3.1726666666666667
TE1552,流畅性,3.1726666666666667
TE1553,规范性,3.509333333333333
TE1554,规范性,3.509333333333333
TE1555,流畅性,3.1726666666666667
TE1556,流畅性,3.1726666666666667
TE1557,规范性,3.509333333333333
TE1558,流畅性,3.1726666666666667
